,fiscal_year_released,recidivism_reporting_year,main_supervising_district,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,recidivism_type,target_population
18051,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18052,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,New,Yes
18054,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,New,Yes
18055,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
18056,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,New,Yes
18059,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,New,Yes
18060,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Arson,Yes,Tech,Yes
18062,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,New,Yes
18064,2010,2013,1JD,Parole,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,Yes
18067,2010,2013,3JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Violent,Other Violent,Yes,Tech,Yes
18068,2010,2013,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,Tech,Yes
18070,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,New,Yes
18072,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,New,Yes
18073,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,New,Yes
18077,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
18079,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes,Tech,Yes
18082,2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,Tech,Yes
18083,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,Tech,Yes
18085,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,New,Yes
18086,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18089,2010,2013,2JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Other Drug,Yes,Tech,Yes
18090,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,Yes,Tech,Yes
18092,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
18093,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18095,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
18097,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18098,2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,Tech,Yes
18100,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18101,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Drug,Trafficking,Yes,Tech,Yes
18102,2010,2013,7JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18105,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18106,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,New,Yes
18107,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,New,Yes
18108,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,New,Yes
18109,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,New,Yes
18110,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
18111,2010,2013,7JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Public Order,Flight/Escape,Yes,New,Yes
18112,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18113,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,Yes,Tech,Yes
18114,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
18116,2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,New,Yes
18117,2010,2013,3JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,Tech,Yes
18118,2010,2013,2JD,Parole,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,Tech,Yes
18119,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,New,Yes
18120,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18122,2010,2013,7JD,Special Sentence,White - Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,Tech,Yes
18123,2010,2013,4JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,New,Yes
18124,2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Yes
18127,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18130,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,New,Yes
18134,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18135,2010,2013,8JD,Special Sentence,White - Non-Hispanic,0-25,Male,C Felony,Violent,Sex,Yes,Tech,Yes
18138,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
18139,2010,2013,8JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18143,2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Male,B Felony,Violent,Other Violent,Yes,New,Yes
18145,2010,2013,3JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhanced,Public Order,Weapons,Yes,New,Yes
18147,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,New,Yes
18149,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,Yes,Tech,Yes
18150,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,Yes,Tech,Yes
18151,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,Tech,Yes
18152,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,Tech,Yes
18153,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,Tech,Yes
18155,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18156,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,Tech,Yes
18157,2010,2013,4JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,New,Yes
18161,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18162,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18164,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,Tech,Yes
18165,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Yes
18166,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,Yes,Tech,Yes
18169,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Female,Felony - Enhanced,Drug,Drug Possession,Yes,New,Yes
18170,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Vandalism,Yes,Tech,Yes
18171,2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,New,Yes
18172,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,Tech,Yes
18173,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18175,2010,2013,7JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,Tech,Yes
18176,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18177,2010,2013,6JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,Tech,Yes
18179,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,New,Yes
18180,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,New,Yes
18181,2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,Tech,Yes
18183,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Yes
18185,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,Tech,Yes
18186,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Yes
18187,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,Tech,Yes
18188,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,Yes,New,Yes
18190,2010,2013,1JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,New,Yes
18192,2010,2013,6JD,Special Sentence,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Sex,Yes,Tech,Yes
18194,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
18196,2010,2013,4JD,Parole,White - Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18197,2010,2013,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,Tech,Yes
18198,2010,2013,4JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,Tech,Yes
18199,2010,2013,4JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,Tech,Yes
18204,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,Yes
18206,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,New,Yes
18207,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,New,Yes
18208,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Yes
18209,2010,2013,4JD,Special Sentence,White - Non-Hispanic,0-25,Male,Serious Misdemeanor,Violent,Assault,Yes,Tech,Yes
18211,2010,2013,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,Yes
18212,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Other Drug,Yes,Tech,Yes
18213,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Traffic,Yes,Tech,Yes
18214,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Murder/Manslaughter,Yes,Tech,Yes
18216,2010,2013,8JD,Special Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,Tech,Yes
18219,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18220,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
18221,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,Yes,Tech,Yes
18222,2010,2013,1JD,Parole,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,Yes
18223,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Female,Felony - Enhanced,Property,Forgery/Fraud,Yes,Tech,Yes
18224,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,New,Yes
18225,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18226,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Other Drug,Yes,New,Yes
18227,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18229,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,Tech,Yes
18230,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,New,Yes
18232,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,New,Yes
18233,2010,2013,7JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,New,Yes
18235,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Public Order,OWI,Yes,New,Yes
18236,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18237,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Vandalism,Yes,Tech,Yes
18238,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
18239,2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18241,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Public Order,OWI,Yes,New,Yes
18242,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18243,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,New,Yes
18244,2010,2013,2JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,New,Yes
18246,2010,2013,7JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Theft,Yes,New,Yes
18247,2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Burglary,Yes,New,Yes
18249,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,New,Yes
18250,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,Tech,Yes
18251,2010,2013,7JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
18253,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,New,Yes
18254,2010,2013,6JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,New,Yes
18255,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
18256,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Property,Burglary,Yes,New,Yes
18257,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,Tech,Yes
18258,2010,2013,7JD,Special Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Sex,Yes,Tech,Yes
18259,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,New,Yes
18260,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18261,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,Tech,Yes
18262,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
18263,2010,2013,3JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Flight/Escape,Yes,Tech,Yes
18264,2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
18265,2010,2013,3JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,Tech,Yes
18266,2010,2013,3JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18267,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Yes
18270,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Other Violent,Yes,Tech,Yes
18273,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18276,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,Tech,Yes
18277,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18279,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,New,Yes
18280,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
18281,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,New,Yes
18283,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18285,2010,2013,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,New,Yes
18288,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,Yes,Tech,Yes
18289,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Other Drug,Yes,New,Yes
18290,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
18292,2010,2013,8JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18295,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,New,Yes
18297,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Yes
18298,2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,Tech,Yes
18299,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,Tech,Yes
18300,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,Tech,Yes
18302,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,New,Yes
18303,2010,2013,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,D Felony,Violent,Sex,Yes,Tech,Yes
18304,2010,2013,1JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18305,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
18306,2010,2013,7JD,Parole,White - Non-Hispanic,55 and Older,Female,C Felony,Property,Theft,Yes,New,Yes
18308,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18309,2010,2013,8JD,Parole,White - Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18310,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Drug Possession,Yes,New,Yes
18311,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,New,Yes
18312,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,Tech,Yes
18313,2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Yes
18314,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
18315,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,New,Yes
18316,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,New,Yes
18317,2010,2013,4JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18318,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Yes
18320,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,New,Yes
18321,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,Yes
18323,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18324,2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,New,Yes
18326,2010,2013,6JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,Tech,Yes
18327,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
18330,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
18332,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,New,Yes
18334,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,New,Yes
18336,2010,2013,5JD,Parole,White - Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Yes
18337,2010,2013,5JD,Special Sentence,White - Non-Hispanic,0-25,Male,D Felony,Violent,Sex,Yes,Tech,Yes
18338,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Yes
18340,2010,2013,2JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18341,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,Yes,New,Yes
18342,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18344,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Drug,Other Drug,Yes,Tech,Yes
18346,2010,2013,8JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Theft,Yes,New,Yes
18347,2010,2013,7JD,Parole,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Yes
18348,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18349,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes,Tech,Yes
18350,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,Tech,Yes
18351,2010,2013,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,Tech,Yes
18354,2010,2013,1JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Other Violent,Yes,New,Yes
18355,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Yes
18356,2010,2013,5JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Public Order,Traffic,Yes,New,Yes
18357,2010,2013,3JD,Special Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,Yes
18358,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,Tech,Yes
18359,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18360,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,Tech,Yes
18362,2010,2013,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
18366,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,New,Yes
18371,2010,2013,2JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,New,Yes
18374,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18376,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18377,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
18378,2010,2013,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Sex,Yes,Tech,Yes
18379,2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,New,Yes
18380,2010,2013,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,New,Yes
18381,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
18382,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Other Drug,Yes,Tech,Yes
18387,2010,2013,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Trafficking,Yes,Tech,Yes
