,fiscal_year_released,recidivism_reporting_year,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,days_to_return,recidivism_type,new_offenseclassification,new_offensetype,new_offensesub_type,target_population
22586,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,557.0,New,D Felony,Drug,Drug Possession,No
22588,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,Yes,457.0,New,B Felony,Drug,Trafficking,No
22591,2013,2016,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,Yes,778.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
22592,2013,2016,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,Yes,553.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
22594,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,694.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
22596,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,450.0,New,C Felony,Drug,Trafficking,Yes
22598,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,835.0,New,Aggravated Misdemeanor,Property,Theft,No
22599,2013,2016,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,514.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
22602,2013,2016,Parole Granted,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,267.0,New,D Felony,Drug,Trafficking,Yes
22606,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,Yes,851.0,New,Aggravated Misdemeanor,Property,Vandalism,No
22608,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,990.0,New,D Felony,Property,Vandalism,No
22609,2013,2016,Paroled w/Immediate Discharge,Black - Non-Hispanic,55 and Older,Male,C Felony,Property,Theft,Yes,901.0,New,B Felony,Other,Other Criminal,Yes
22610,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,57.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
22611,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,649.0,New,D Felony,Property,Vandalism,No
22612,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,407.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
22613,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Vandalism,Yes,498.0,New,Serious Misdemeanor,Violent,Assault,No
22616,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,206.0,New,D Felony,Property,Burglary,Yes
22617,2013,2016,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,986.0,New,D Felony,Public Order,OWI,Yes
22618,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,Yes,213.0,New,Aggravated Misdemeanor,Property,Theft,No
22619,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,112.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
22620,2013,2016,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,359.0,New,D Felony,Drug,Drug Possession,Yes
22621,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,289.0,New,C Felony,Drug,Trafficking,No
22622,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,106.0,New,D Felony,Public Order,Traffic,No
22623,2013,2016,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Female,C Felony,Property,Arson,Yes,524.0,New,D Felony,Property,Forgery/Fraud,Yes
22625,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,189.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
22627,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,499.0,New,Aggravated Misdemeanor,Public Order,OWI,Yes
22630,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,184.0,New,C Felony,Property,Theft,No
22631,2013,2016,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,715.0,New,D Felony,Property,Forgery/Fraud,Yes
22632,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,119.0,New,D Felony,Other,Other Criminal,Yes
22635,2013,2016,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,342.0,New,D Felony,Public Order,Flight/Escape,Yes
22636,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,210.0,New,B Felony,Drug,Trafficking,Yes
22638,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,1050.0,New,C Felony,Violent,Robbery,No
22640,2013,2016,Paroled w/Immediate Discharge,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,720.0,New,D Felony,Property,Burglary,Yes
22641,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,520.0,New,C Felony,Drug,Trafficking,No
22642,2013,2016,Paroled to Detainer - Iowa,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,209.0,New,D Felony,Property,Burglary,Yes
22643,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,1015.0,New,D Felony,Public Order,Other Public Order,Yes
22645,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,1056.0,New,C Felony,Property,Burglary,No
22646,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,250.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
22647,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,674.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
22648,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,1059.0,New,D Felony,Drug,Trafficking,Yes
22650,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,857.0,New,D Felony,Public Order,Other Public Order,No
22651,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,Yes,664.0,New,C Felony,Drug,Trafficking,Yes
22652,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,Yes,344.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
22653,2013,2016,Parole Granted,White - Non-Hispanic,0-25,Female,C Felony,Drug,Trafficking,Yes,323.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
22654,2013,2016,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Forgery/Fraud,Yes,1055.0,New,Aggravated Misdemeanor,Property,Vandalism,Yes
22655,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,894.0,New,C Felony,Drug,Trafficking,Yes
22656,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,894.0,New,D Felony,Drug,Drug Possession,Yes
22658,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,988.0,New,D Felony,Drug,Drug Possession,No
22660,2013,2016,Parole Granted,Black - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,230.0,New,D Felony,Drug,Drug Possession,Yes
22661,2013,2016,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,806.0,New,C Felony,Drug,Trafficking,Yes
22663,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,315.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
22664,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Traffic,Yes,902.0,New,D Felony,Drug,Drug Possession,Yes
22666,2013,2016,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,220.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
22667,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,851.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,No
22668,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,862.0,New,Aggravated Misdemeanor,Drug,Drug Possession,No
22669,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,676.0,New,Serious Misdemeanor,Violent,Assault,Yes
22673,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,384.0,New,B Felony,Violent,Murder/Manslaughter,No
22674,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,1007.0,New,D Felony,Violent,Assault,No
22675,2013,2016,Parole Granted,Asian or Pacific Islander - Non-Hispanic,25-34,Female,C Felony,Property,Theft,Yes,638.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
22676,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,167.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
22677,2013,2016,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Vandalism,Yes,899.0,New,Aggravated Misdemeanor,Property,Theft,Yes
22678,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,326.0,New,D Felony,Drug,Drug Possession,No
22681,2013,2016,Parole Granted,White - Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,617.0,New,D Felony,Public Order,Weapons,Yes
22684,2013,2016,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,729.0,New,Simple Misdemeanor,Public Order,Other Public Order,Yes
22685,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,542.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
22688,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,138.0,New,Aggravated Misdemeanor,Public Order,Weapons,Yes
22689,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Traffic,Yes,821.0,New,D Felony,Violent,Assault,No
22690,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,297.0,New,C Felony,Drug,Trafficking,Yes
22691,2013,2016,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,271.0,New,C Felony,Property,Theft,Yes
22693,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Other Violent,Yes,320.0,New,D Felony,Property,Burglary,No
22695,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,971.0,New,D Felony,Drug,Drug Possession,Yes
22696,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,184.0,New,Aggravated Misdemeanor,Property,Theft,No
22697,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,1012.0,New,D Felony,Violent,Assault,Yes
22698,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,751.0,New,D Felony,Drug,Trafficking,Yes
22699,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,1054.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,No
22702,2013,2016,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,469.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
22704,2013,2016,Parole Granted,White - Hispanic,0-25,Male,D Felony,Public Order,OWI,Yes,118.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
22705,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,380.0,New,D Felony,Drug,Drug Possession,No
22710,2013,2016,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,797.0,New,D Felony,Public Order,Other Public Order,Yes
22713,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,313.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
22714,2013,2016,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,288.0,New,B Felony,Violent,Other Violent,Yes
22718,2013,2016,Released to Special Sentence,White - Non-Hispanic,25-34,Female,C Felony,Violent,Sex,Yes,558.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
22719,2013,2016,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Flight/Escape,Yes,69.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
22720,2013,2016,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Other,Other Violent,Yes,1014.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes
22721,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,630.0,New,D Felony,Drug,Drug Possession,Yes
22722,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,1077.0,New,Aggravated Misdemeanor,Violent,Assault,No
22728,2013,2016,Parole Granted,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,512.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
22729,2013,2016,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,492.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
22730,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Public Order,OWI,Yes,1064.0,New,D Felony,Property,Theft,No
22731,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,363.0,New,D Felony,Violent,Assault,No
22732,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,Yes,893.0,New,D Felony,Property,Burglary,No
22734,2013,2016,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,525.0,New,D Felony,Property,Theft,No
22735,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,859.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
22736,2013,2016,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,431.0,New,D Felony,Public Order,OWI,No
22738,2013,2016,Parole Granted,White - Non-Hispanic,35-44,Female,D Felony,Public Order,OWI,Yes,365.0,New,D Felony,Public Order,OWI,Yes
22739,2013,2016,Paroled to Detainer - Iowa,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,865.0,New,B Felony,Property,Arson,Yes
22742,2013,2016,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,707.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
22743,2014,2017,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,336.0,Tech,D Felony,Property,Burglary,No
22744,2014,2017,,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,1049.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
22745,2014,2017,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,586.0,New,Aggravated Misdemeanor,Property,Theft,No
22746,2014,2017,,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,946.0,New,D Felony,Drug,Drug Possession,No
22747,2014,2017,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,582.0,Tech,D Felony,Property,Forgery/Fraud,Yes
22748,2014,2017,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Arson,Yes,369.0,New,C Felony,Property,Arson,No
22749,2014,2017,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,Yes,280.0,Tech,C Felony,Property,Theft,No
22750,2014,2017,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,233.0,New,C Felony,Drug,Trafficking,Yes
22751,2014,2017,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,879.0,New,B Felony,Drug,Trafficking,No
22752,2014,2017,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,188.0,New,D Felony,Property,Theft,Yes
22753,2014,2017,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,230.0,Tech,D Felony,Drug,Trafficking,Yes
22754,2014,2017,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,176.0,Tech,D Felony,Drug,Drug Possession,No
22755,2014,2017,,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,377.0,New,C Felony,Violent,Assault,Yes
22756,2014,2017,,Black - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,731.0,New,D Felony,Other,Other Violent,No
22757,2014,2017,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,794.0,New,D Felony,Violent,Assault,Yes
22758,2014,2017,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,166.0,New,D Felony,Public Order,OWI,No
22759,2014,2017,,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,538.0,New,Aggravated Misdemeanor,Violent,Assault,No
22760,2014,2017,,White - Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,Yes,164.0,Tech,D Felony,Other,Other Criminal,Yes
22761,2014,2017,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,452.0,New,C Felony,Property,Burglary,No
22762,2014,2017,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,121.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
22763,2014,2017,Parole,White - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,Yes,183.0,New,D Felony,Violent,Assault,Yes
22764,2014,2017,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,146.0,Tech,D Felony,Public Order,OWI,No
22765,2014,2017,Parole,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,994.0,New,Aggravated Misdemeanor,Property,Theft,No
22766,2014,2017,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,146.0,Tech,C Felony,Violent,Assault,Yes
22767,2014,2017,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,426.0,New,Aggravated Misdemeanor,Public Order,OWI,No
22768,2014,2017,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,372.0,New,C Felony,Drug,Trafficking,Yes
22769,2014,2017,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,331.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
22770,2014,2017,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,347.0,New,C Felony,Property,Burglary,No
22771,2014,2017,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,301.0,Tech,B Felony,Drug,Trafficking,No
22772,2014,2017,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,392.0,Tech,C Felony,Drug,Trafficking,Yes
22773,2014,2017,Parole,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,130.0,Tech,Aggravated Misdemeanor,Property,Theft,No
22774,2014,2017,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,282.0,New,D Felony,Drug,Trafficking,No
